Date,From time,To time,Condition
21/2/2015,00:00,23:30,Outage of Generating Unit TUAS CCP5 on 19 Feb 2015 at 0915Hrs was without Final Approval/Consent.
21/2/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
21/2/2015,10:30,11:00,High-Risk Operating State commence at 10:31Hrs on 21 Feb 2015. There is a Contingency Reserve  Shortfall.
21/2/2015,11:00,11:30,Emergency State commence at 11:01Hrs on 21 Feb 2015. There is a Contingency Reserve  Shortfall.
21/2/2015,20:00,20:30,High-Risk Operating State commence at 20:01Hrs on 21 Feb 2015. There is a Contingency Reserve Shortfall.
21/2/2015,20:30,21:00,Emergency Operating State commence at 20:31Hrs on 21 Feb 2015. There is a Contingency Reserve Shortfall.
22/2/2015,00:00,18:00,Outage of Generating Unit TUAS CCP5 on 19 Feb 2015 at 0915Hrs was without Final Approval/Consent.
22/2/2015,00:00,23:30,Outage of Generating Unit SER CCP2 on 20 Feb 2015 at 1131Hrs was without Final Approval/Consent.
22/2/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/2/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/2/2015,00:00,23:30,Outage of Generating Unit SER CCP2 on 20 Feb 2015 at 1131Hrs was without Final Approval/Consent.
23/2/2015,03:00,03:30,Forced outage of generating unit PACLBLK1 at 53MW on 23 Feb 2015 at 03:12Hrs. 
23/2/2015,10:00,10:30,Forced outage of generating unit PACLBLK1 at 54MW on 23 Feb 2015 at 10:19Hrs. 
24/2/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/2/2015,18:00,23:30,Outage of Generating Unit SKRA G2-GT12 on 24 Feb 2015 at 1801Hrs was without Final Approval/Consent.
25/2/2015,00:00,06:00,Outage of Generating Unit SKRA G2-GT12 on 24 Feb 2015 at 1801Hrs was without Final Approval/Consent.
25/2/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/2/2015,18:00,19:00,Fuel changeover test of Generating Unit SER CCP2 is anticipated to carry out on 25 Feb 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
25/2/2015,18:00,19:00,Generating Unit SER CCP2 has cancelled its Fuel changeover test on 25 Feb 2015.
25/2/2015,22:00,23:00,Fuel changeover test of Generating Unit SEMBCCP3 is anticipated to carry out on 25 Feb 2015 at the following timing. Gas to Diesel : At about 2205Hrs. Diesel to Gas : At about 2245Hrs.
25/2/2015,22:00,23:00,Fuel changeover test of Generating Unit SEMB CCP3 was carried out and completed on 25 Feb 2015 at the following timing. Gas to Diesel : From 2204Hrs - 2215Hrs. Diesel to Gas : From 2248Hrs - 2253Hrs.
26/2/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/2/2015,01:00,01:30,Forced outage of generating unit SNKCCP4 - CCPGT 4 at 103MW on 26 Feb 2015 at 01:09Hrs.
26/2/2015,08:00,23:00,Urgent Shutdown of remaining SPPG-TNB interconnection No. 2 on 26 Feb 2015 at 0806Hrs.
26/2/2015,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 26 Feb 2015 from 1404Hrs to 1510Hrs.
26/2/2015,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 26 Feb 2015 from 1401Hrs to 1501Hrs.
26/2/2015,17:30,18:00,Forced outage of Marsiling 66kV CSM Transfomer No.2 on 26 Feb 2015 at 1746 Hrs. 
26/2/2015,22:00,22:30,SPPG-TNB interconnection  No.2  resynchronised on 26 Feb 2015 at 2204Hrs.
27/2/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/2/2015,17:30,18:00,Outage of Generating Unit SER CCP1 on 27 Feb 2015 at 1753Hrs was without Final Approval/Consent.
27/2/2015,18:00,19:00,Fuel changeover test of Generating Unit KMC BLK3 was carried out and completed on 27 Feb 2015 at the following timing. Gas to Diesel : From 1801Hrs - 1811Hrs. Diesel to Gas : From 1845Hrs - 1853Hrs. 
27/2/2015,18:00,19:00,Fuel changeover test of Generating Unit KMC BLK3 is anticipated to carry out on 27 Feb 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1850Hrs.
28/2/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/2/2015,03:30,04:00,Forced outage of Changi Airport/Paya Lebar II 66kV Feeder No. 2 on 28 Feb 2015 at 0349Hrs.
28/2/2015,21:00,23:30,Outage of Generating Unit SKRA G2-GT12 on 28 Feb 2015 at 2115Hrs was without Final Approval/Consent.
1/3/2015,00:00,02:30,Outage of Generating Unit SKRA G2-GT12 on 28 Feb 2015 at 2115Hrs was without Final Approval/Consent.
1/3/2015,00:00,23:30,Outage of Generating Unit TUAS CCP3 on 01 Mar 2015 at 0001Hrs was without Final Approval/Consent.
1/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/3/2015,11:30,12:00,Outage of Woodlands Ave 8 S/B I 230/66kV transformer No. 1 on 02 Mar 2015 at 1133Hrs was without Final Approval/Consent.
2/3/2015,18:00,19:00,Fuel changeover test of Generating Unit KMC G1-GT11 was carried out and completed on 02 Mar 2015 at the following timing. Gas to Diesel : From 1815Hrs - 1818Hrs. Diesel to Gas : From 1853Hrs - 1857Hrs.
2/3/2015,18:00,19:00,Fuel changeover test of Generating Unit KMC G1-GT11 is anticipated to carry out on 02 Mar 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1845Hrs.
3/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/3/2015,18:00,19:00,Fuel changeover test of Generating Unit TUAS CCP1 was carried out and completed on 04 Mar 2015 at the following timing. 
4/3/2015,18:00,19:00,Fuel changeover test of Generating Unit TUAS CCP1 is anticipated to carry out on 04 Mar 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
5/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/3/2015,15:00,16:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 05 Mar 2015 from 1501Hrs to 1601Hrs.
5/3/2015,15:00,16:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 05 Mar 2015 from 1507Hrs to 1608Hrs.
5/3/2015,20:00,21:00,Fuel changeover test of Generating Unit SER CCP 2 is anticipated to carry out on 05 Mar 2015 at the following timing. Gas to Diesel : At about 2001Hrs. Diesel to Gas : At about 2031Hrs.
5/3/2015,20:00,21:00,Generating Unit SER CCP 2 did not complete the Fuel changeover test on 05 Mar 2015
5/3/2015,20:00,20:30,Forced outage of generating unit SERCCP2 at 257MW on 05 Mar 2015 at 20:02Hrs. 
6/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/3/2015,19:00,20:00,Fuel changeover test of Generating Unit TUAS CCP5 was carried out and completed on 06 Mar 2015 at the following timing. Gas to Gas : From 1901Hrs - 1905Hrs. Gas to Gas : From 1936Hrs - 1939Hrs.
6/3/2015,19:00,20:00,Fuel changeover test of Generating Unit TUAS CCP5 is anticipated to carry out on 06 Mar 2015 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 1931Hrs.
7/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/3/2015,10:30,11:30,Fuel changeover test of Generating Unit SNK CCP1-GT12 is anticipated to carry out on 07 Mar 2015 at the following timing. Gas to Gas : At about 1031Hrs. Gas to Gas : At about 1101Hrs.
7/3/2015,10:30,11:30,Fuel changeover test of Generating Unit SNK CCP1-GT12 was carried out and completed on 07 Mar 2015 at the following timing. Gas to Gas : From 1050Hrs - 1053Hrs. Gas to Gas : From 1123Hrs - 1127Hrs.
8/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
11/3/2015,08:00,17:30,Outage of Generating Unit SNK CCP2-GT22 on 11 Mar 2015 at 0801Hrs was without Final Approval/Consent.
11/3/2015,18:00,19:00,Fuel changeover test of Generating Unit TUAS CCP3 was carried out and completed on 11 Mar 2015 at the following timing. Gas to Diesel : From 1801Hrs - 1804Hrs. Diesel to Gas : From 1838Hrs - 1842Hrs                                               
11/3/2015,18:00,19:00,Fuel changeover test of Generating Unit TUAS CCP3 is anticipated to carry out on 11 Mar 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
12/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
12/3/2015,08:30,23:30,ConocoPhillips Onshore Receiving Facility (ORF) maintenance work has completed on 13 Mar 2015 at 1325Hrs. ConocoPhillips ORF is back to normal operating mode.
12/3/2015,08:30,23:30,ConocoPhillips Onshore Receiving Facility (ORF) will be carrying out maintenance work on the 12 Mar 2015 & 13 Mar 2015 from 0900Hrs to 1700Hrs. ConocoPhillips ORF will be in single point of failure mode.  
13/3/2015,00:00,17:00,ConocoPhillips Onshore Receiving Facility (ORF) will be carrying out maintenance work on the 12 Mar 2015 & 13 Mar 2015 from 0900Hrs to 1700Hrs. ConocoPhillips ORF will be in single point of failure mode.  
13/3/2015,00:00,17:00,ConocoPhillips Onshore Receiving Facility (ORF) maintenance work has completed on 13 Mar 2015 at 1325Hrs. ConocoPhillips ORF is back to normal operating mode.
13/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
13/3/2015,18:00,19:00,Fuel changeover test of Generating Unit TUAS CCP4 was carried out and completed on 13 Mar 2015 at the following timing. Diesel to Gas : From 1801Hrs - 1805Hrs. Gas to Diesel : From 1836Hrs - 1841Hrs
13/3/2015,18:00,19:00,Fuel changeover test of Generating Unit TUAS CCP4 is anticipated to carry out on 13 Mar 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
14/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
15/3/2015,03:00,03:30,Forced outage of Stamford /Ayer Rajah 66kV Feeder on 15 Mar 2015 at 0317Hrs.
15/3/2015,09:30,10:00,Outage of Woodlands Ave 8  230kV Switchboard I  230/66kV transformer No. 1 on 15 Mar 2015 at 0931Hrs was without Final Approval/Consent.
15/3/2015,18:00,18:30,Forced outage of generating unit ENV : TUAS : GENR1 at 8.6MW on 15 Mar 2015 at 18:24Hrs. 
15/3/2015,21:00,21:30,Forced outage of generating unit ENV : TUAS : GENR1 at 11MW on 15 Mar 2015 at 21:04Hrs. 
16/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
16/3/2015,18:00,19:00,Fuel changeover test of Generating Unit PACLBLK 2 was carried out and completed on 16 Mar 2015 at the following timing. Gas to Diesel : From 1815Hrs - 1818Hrs. Diesel to Gas : From 1850Hrs - 1852Hrs.
16/3/2015,18:00,19:00,Fuel changeover test of Generating Unit PACLBLK 2 is anticipated to carry out on 16 Mar 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
17/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
17/3/2015,19:00,20:30,Fuel changeover test of Generating Unit SNK CCP4 is anticipated to carry out on 17 Mar 2015 at the following timing. Gas to Diesel : At about 1901Hrs. Diesel to Gas : At about 2001Hrs.
17/3/2015,19:00,20:30,Fuel changeover test of Generating Unit SNK CCP4 was carried out and completed on 17 Mar 2015 at the following timing. Gas to Diesel : From 1901Hrs - 1909Hrs. Diesel to Gas : From 2004Hrs - 2009Hrs.
17/3/2015,23:30,23:30,Outage of Woodlands Ave 8 230/66kV transformer No.3 on 17 Mar 2015 at 2333Hrs was without Final Approval/Consent.
18/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
18/3/2015,17:00,23:30,Outage of Generating Unit SNK CCP1-GT11 on 18 Mar 2015 at 1701Hrs was without Final Approval/Consent.
19/3/2015,00:00,23:30,Outage of Generating Unit SNK CCP1-GT11 on 18 Mar 2015 at 1701Hrs was without Final Approval/Consent.
19/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
19/3/2015,15:00,16:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 19 Mar 2015 from 1510Hrs to 1610Hrs.
19/3/2015,15:00,16:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 19 Mar 2015 from 1502Hrs to 1609Hrs.
20/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
20/3/2015,00:00,23:30,Outage of Generating Unit SNK CCP1-GT11 on 18 Mar 2015 at 1701Hrs was without Final Approval/Consent.
20/3/2015,19:00,20:30,Fuel changeover test of Generating Unit SER CCP2 is anticipated to carry out on 20 Mar 2015 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 2001Hrs.
20/3/2015,19:00,20:30,Fuel changeover test of Generating Unit SER CCP2 was carried out and completed on 20 Mar 2015 at the following timing. Gas to Gas : From 1901Hrs - 1902Hrs. Gas to Gas : From 2001Hrs - 2002Hrs.
21/3/2015,00:00,23:30,Outage of Generating Unit SNK CCP1- GT11 on 21 Mar 2015 at 0001Hrs was without Final Approval/Consent.
21/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/3/2015,00:00,23:30,Outage of Generating Unit SNK CCP1- GT11 on 21 Mar 2015 at 0001Hrs was without Final Approval/Consent.
22/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/3/2015,11:00,12:00,Fuel changeover test of Generating Unit SER CCP2 is anticipated to carry out on 22 Mar 2015 at the following timing. Gas to Diesel : At about 1101Hrs. Diesel to Gas : At about 1131Hrs.
22/3/2015,11:00,12:00,Fuel changeover test of Generating Unit SER CCP2 was carried out and completed on 22 Mar 2015 at the following timing. Gas to Diesel : From 1105Hrs - 1108Hrs. Diesel to Gas : From 1145Hrs - 1149Hrs.
22/3/2015,11:30,12:00,Forced outage of generating unit SERCCP2 at 252MW on 22 Mar 2015 at 11:50Hrs. 
23/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/3/2015,00:00,23:30,Outage of Generating Unit SNK CCP1- GT11 on 21 Mar 2015 at 0001Hrs was without Final Approval/Consent.
23/3/2015,22:30,23:00,Forced outage of generating unit KMCBLK2 & KMCBLK1 - STGENR18 at 88MW on 23 Mar 2015 at 22:43Hrs. 
24/3/2015,00:00,23:30,Outage of Generating Unit SNK CCP1- GT11 on 21 Mar 2015 at 0001Hrs was without Final Approval/Consent.
24/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/3/2015,18:00,19:00,Fuel changeover test of Generating Unit PACLBLK 1 was carried out and completed on 24 Mar 2015 at the following timing. Gas to Diesel : From 1810Hrs - 1813Hrs. Diesel to Gas : From 1845Hrs - 1848Hrs.
24/3/2015,18:00,19:00,Fuel changeover test of Generating Unit PACLBLK 1 is anticipated to carry out on 24 Mar 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
25/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/3/2015,00:00,23:30,Outage of Generating Unit SNK CCP1- GT11 on 21 Mar 2015 at 0001Hrs was without Final Approval/Consent.
25/3/2015,18:30,19:00,Forced outage of generating unit SKRA G1 - GASTUR11 at 145MW on 25 Mar 2015 at 18:38Hrs. 
25/3/2015,18:30,19:30,Fuel changeover test of Generating Unit SKRA G1-GT11 is anticipated to carry out on 25 Mar 2015 at the following timing. Gas to Diesel : At about 1835Hrs. Diesel to Gas : At about 1910Hrs.
25/3/2015,18:30,19:30,Generating Unit SKRA G1-GT11 did not complete the Fuel changeover test on 25 Mar 2015
25/3/2015,21:00,22:00,Fuel changeover test of Generating Unit SNK CCP 7 is anticipated to carry out on 25 Mar 2015 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
25/3/2015,21:00,22:00,Fuel changeover test of Generating Unit SNK CCP 7 was carried out and completed on 25 Mar 2015 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2140Hrs - 2143Hrs.
26/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/3/2015,18:30,19:30,Fuel changeover test of Generating Unit SKRA G1-GT11 was carried out and completed on 26 Mar 2015 at the following timing. Gas to Diesel : From 1835Hrs - 1837Hrs. Diesel to Gas : From 1918Hrs - 1921Hrs.
26/3/2015,18:30,19:30,Fuel changeover test of Generating Unit SKRA G1-GT11 is anticipated to carry out on 26 Mar 2015 at the following timing. Gas to Diesel : At about 1835Hrs. Diesel to Gas : At about 1910Hrs.
27/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/3/2015,20:30,21:00,Forced outage of generating unit SHUL G1 at 7MW on 28 Mar 2015 at 20:57Hrs. 
29/3/2015,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/3/2015,10:00,23:30,Outage of Generating Unit SHUL G1 on 29 Mar 2015 at 1001Hrs was without Final Approval/Consent.
29/3/2015,19:00,20:00,Fuel changeover test of Generating Unit SER CCP3 was carried out and completed on 29 Mar 2015 at the following timing. 
29/3/2015,19:00,20:00,Fuel changeover test of Generating Unit SER CCP3 is anticipated to carry out on 29 Mar 2015 at the following timing. 
30/3/2015,00:00,23:30,Outage of Generating Unit SHUL G1 on 29 Mar 2015 at 1001Hrs was without Final Approval/Consent.
