Date,Temp Forecast (C) ,Day of Week,Holiday,Peak,Shoulder,Off Peak
4/6/2017,26.92,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
5/6/2017,26.95,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/6/2017,26.56,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/6/2017,26.64,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/6/2017,26.48,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/6/2017,26.56,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/6/2017,26.2,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
11/6/2017,25.63,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
12/6/2017,25.96,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/6/2017,26.14,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/6/2017,24.97,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/6/2017,25.9,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/6/2017,25.7,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/6/2017,25.85,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
18/6/2017,25.25,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
19/6/2017,25.21,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/6/2017,25.81,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/6/2017,25.74,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/6/2017,26.18,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/6/2017,24.71,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/6/2017,24.83,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
25/6/2017,25.47,Sunday,Yes,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
26/6/2017,25.34,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/6/2017,24.23,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/6/2017,25.36,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/6/2017,25.24,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/6/2017,25.43,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/7/2017,25.87,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
2/7/2017,26.17,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
3/7/2017,24.81,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/7/2017,25.35,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/7/2017,25.38,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/7/2017,25.18,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/7/2017,25.07,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/7/2017,25.37,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
9/7/2017,25.24,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
10/7/2017,25.48,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/7/2017,25.28,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/7/2017,24.6,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/7/2017,24.98,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/7/2017,24.65,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/7/2017,24.85,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
16/7/2017,25.2,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
17/7/2017,24.92,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/7/2017,25.4,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/7/2017,25.23,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/7/2017,25.7,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/7/2017,26.1,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/7/2017,26.08,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
23/7/2017,26.2,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
24/7/2017,25.81,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/7/2017,26.02,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/7/2017,25.79,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/7/2017,25.54,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/7/2017,25.74,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/7/2017,26.19,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
30/7/2017,26.34,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
31/7/2017,26.14,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/8/2017,26.4,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/8/2017,25.48,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/8/2017,25.01,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/8/2017,25.48,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/8/2017,26,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
6/8/2017,25.86,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
7/8/2017,26.04,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/8/2017,25.26,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/8/2017,24.71,Wednesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/8/2017,25.3,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/8/2017,25.35,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/8/2017,24.62,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
13/8/2017,24.83,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
14/8/2017,25.23,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/8/2017,24.69,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/8/2017,24.83,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/8/2017,24.97,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/8/2017,25.47,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/8/2017,25.76,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
20/8/2017,26.06,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
21/8/2017,26.03,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/8/2017,24.77,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/8/2017,25.56,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/8/2017,26.01,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/8/2017,25.31,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/8/2017,25.52,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
27/8/2017,25.27,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
28/8/2017,25.45,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/8/2017,24.87,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/8/2017,25.28,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/8/2017,25.72,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/9/2017,25.84,Friday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/9/2017,25.86,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
3/9/2017,25.7,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
4/9/2017,25.65,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/9/2017,25.79,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/9/2017,25.06,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/9/2017,25.47,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/9/2017,25.47,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/9/2017,25.16,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
10/9/2017,25.78,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
11/9/2017,25.08,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/9/2017,26.06,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/9/2017,25.93,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/9/2017,25.56,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/9/2017,25.72,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/9/2017,24.8,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
17/9/2017,25.67,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
18/9/2017,25.05,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/9/2017,24.83,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/9/2017,24.9,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/9/2017,23.96,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/9/2017,25.44,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/9/2017,25.84,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
24/9/2017,25,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
25/9/2017,25.71,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/9/2017,25.15,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/9/2017,25.09,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/9/2017,25.63,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/9/2017,25.12,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/9/2017,25.11,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
1/10/2017,25.42,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
2/10/2017,25.5,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/10/2017,25.67,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/10/2017,24.4,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/10/2017,25.02,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/10/2017,25.95,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/10/2017,25.44,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
8/10/2017,25.17,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
9/10/2017,25.31,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/10/2017,25.57,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/10/2017,25.48,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/10/2017,25.4,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/10/2017,24.95,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/10/2017,25.16,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
15/10/2017,26.36,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
16/10/2017,25.84,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/10/2017,25.5,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/10/2017,26.47,Wednesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/10/2017,25.9,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/10/2017,25.91,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/10/2017,26.2,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
22/10/2017,25.68,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
23/10/2017,25.67,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/10/2017,25.89,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/10/2017,25.49,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/10/2017,25.69,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/10/2017,25.06,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/10/2017,25.08,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
29/10/2017,24.86,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
30/10/2017,25.13,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/10/2017,24.72,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/11/2017,25.23,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/11/2017,25.36,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/11/2017,25.26,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/11/2017,25.36,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
5/11/2017,25.59,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
6/11/2017,25.33,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/11/2017,25.43,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/11/2017,25.02,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/11/2017,25.01,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/11/2017,24.55,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/11/2017,25,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
12/11/2017,25.43,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
13/11/2017,25.65,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/11/2017,24.7,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/11/2017,25.06,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/11/2017,25.98,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/11/2017,25.18,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/11/2017,25.6,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
19/11/2017,25.79,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
20/11/2017,25.47,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/11/2017,24.99,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/11/2017,25.57,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/11/2017,24.99,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/11/2017,24.94,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/11/2017,25.57,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
26/11/2017,25.33,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
27/11/2017,24.62,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/11/2017,24.95,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/11/2017,25.1,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/11/2017,24.85,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/12/2017,25.35,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/12/2017,25.95,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
3/12/2017,26.24,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
4/12/2017,25.85,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/12/2017,26,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/12/2017,25.52,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/12/2017,25.09,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/12/2017,24.58,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/12/2017,24.28,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
10/12/2017,25.13,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
11/12/2017,24.98,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/12/2017,24.98,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/12/2017,24.89,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/12/2017,25.15,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/12/2017,25.39,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/12/2017,25.05,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
17/12/2017,24.6,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
18/12/2017,24.34,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/12/2017,24.06,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/12/2017,24.33,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/12/2017,24.17,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/12/2017,24.52,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/12/2017,25.19,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
24/12/2017,24.38,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
25/12/2017,24.81,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/12/2017,24.88,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/12/2017,24.55,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/12/2017,25.16,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/12/2017,25.63,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/12/2017,25.37,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
31/12/2017,24.93,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
1/1/2018,24.41,Monday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/1/2018,24.7,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/1/2018,25.23,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/1/2018,24.9,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/1/2018,24.5,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/1/2018,25,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
7/1/2018,24.93,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
8/1/2018,24.61,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/1/2018,25.06,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/1/2018,23.7,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/1/2018,22.83,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/1/2018,22.28,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/1/2018,22.38,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
14/1/2018,21.93,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
15/1/2018,23.27,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/1/2018,23.84,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/1/2018,24.48,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/1/2018,24.31,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/1/2018,24.55,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/1/2018,24.58,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
21/1/2018,24.93,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
22/1/2018,25.1,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/1/2018,25.07,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/1/2018,24.6,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/1/2018,24.65,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/1/2018,24.78,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/1/2018,25.16,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
28/1/2018,24.6,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
29/1/2018,24.56,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/1/2018,24.87,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/1/2018,24.91,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/2/2018,25.2,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/2/2018,24.44,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/2/2018,24.7,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
4/2/2018,24.1,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
5/2/2018,23.67,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/2/2018,22.93,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/2/2018,23.2,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/2/2018,22.87,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/2/2018,22.38,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/2/2018,22.58,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
11/2/2018,22.78,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
12/2/2018,23.01,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/2/2018,23.72,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/2/2018,23.89,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/2/2018,24.45,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/2/2018,24.66,Friday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/2/2018,24.64,Saturday,Yes,-,"Period 1, Period 17-48",Period 2-16
18/2/2018,24.33,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
19/2/2018,24.24,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/2/2018,24.3,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/2/2018,24.65,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/2/2018,24.71,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/2/2018,25.1,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/2/2018,24.13,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
25/2/2018,24.73,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
26/2/2018,24.55,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/2/2018,24.71,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/2/2018,24.98,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/3/2018,25.1,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/3/2018,25.4,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/3/2018,25.28,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
4/3/2018,25.3,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
5/3/2018,25.3,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/3/2018,25.21,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/3/2018,24.68,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/3/2018,24.8,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/3/2018,25,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/3/2018,25.01,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
11/3/2018,24.81,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
12/3/2018,24.96,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/3/2018,24.95,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/3/2018,24.71,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/3/2018,25.09,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/3/2018,25.33,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/3/2018,25.15,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
18/3/2018,25.03,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
19/3/2018,25.03,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/3/2018,24.92,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/3/2018,25.02,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/3/2018,25.05,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/3/2018,24.65,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/3/2018,24.76,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
25/3/2018,24.81,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
