FROM_DISPATCH_DATE,FROM_DISPATCH_PERIOD,TO_DISPATCH_DATE,TO_DISPATCH_PERIOD,CONDITION_DESCRIPTION
13-Mar-15,37,13-Mar-15,38,Fuel changeover test of Generating Unit TUAS CCP4 is anticipated to carry out on 13 Mar 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
15-Mar-15,7,15-Mar-15,7,Forced outage of Stamford /Ayer Rajah 66kV Feeder on 15 Mar 2015 at 0317Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
15-Mar-15,20,15-Mar-15,20,Outage of Woodlands Ave 8  230kV Switchboard I  230/66kV transformer No. 1 on 15 Mar 2015 at 0931Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
15-Mar-15,37,15-Mar-15,37,Forced outage of generating unit ENV : TUAS : GENR1 at 8.6MW on 15 Mar 2015 at 18:24Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
15-Mar-15,43,15-Mar-15,43,Forced outage of generating unit ENV : TUAS : GENR1 at 11MW on 15 Mar 2015 at 21:04Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
16-Mar-15,37,16-Mar-15,38,Fuel changeover test of Generating Unit PACLBLK 2 was carried out and completed on 16 Mar 2015 at the following timing. Gas to Diesel : From 1815Hrs - 1818Hrs. Diesel to Gas : From 1850Hrs - 1852Hrs.
16-Mar-15,37,16-Mar-15,38,Fuel changeover test of Generating Unit PACLBLK 2 is anticipated to carry out on 16 Mar 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
17-Mar-15,39,17-Mar-15,41,Fuel changeover test of Generating Unit SNK CCP4 is anticipated to carry out on 17 Mar 2015 at the following timing. Gas to Diesel : At about 1901Hrs. Diesel to Gas : At about 2001Hrs.
17-Mar-15,39,17-Mar-15,41,Fuel changeover test of Generating Unit SNK CCP4 was carried out and completed on 17 Mar 2015 at the following timing. Gas to Diesel : From 1901Hrs - 1909Hrs. Diesel to Gas : From 2004Hrs - 2009Hrs.
17-Mar-15,48,17-Mar-15,48,Outage of Woodlands Ave 8 230/66kV transformer No.3 on 17 Mar 2015 at 2333Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
18-Mar-15,35,20-Mar-15,48,Outage of Generating Unit SNK CCP1-GT11 on 18 Mar 2015 at 1701Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
19-Mar-15,31,19-Mar-15,33,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 19 Mar 2015 from 1510Hrs to 1610Hrs.
19-Mar-15,31,19-Mar-15,33,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 19 Mar 2015 from 1502Hrs to 1609Hrs.

20-Mar-15,39,20-Mar-15,41,Fuel changeover test of Generating Unit SER CCP2 is anticipated to carry out on 20 Mar 2015 at the following timing. Gas to Gas : At about 1901Hrs. Gas to Gas : At about 2001Hrs.
20-Mar-15,39,20-Mar-15,41,Fuel changeover test of Generating Unit SER CCP2 was carried out and completed on 20 Mar 2015 at the following timing. Gas to Gas : From 1901Hrs - 1902Hrs. Gas to Gas : From 2001Hrs - 2002Hrs.
21-Mar-15,1,25-Mar-15,48,Outage of Generating Unit SNK CCP1- GT11 on 21 Mar 2015 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
22-Mar-15,23,22-Mar-15,24,Fuel changeover test of Generating Unit SER CCP2 is anticipated to carry out on 22 Mar 2015 at the following timing. Gas to Diesel : At about 1101Hrs. Diesel to Gas : At about 1131Hrs.
22-Mar-15,23,22-Mar-15,24,Fuel changeover test of Generating Unit SER CCP2 was carried out and completed on 22 Mar 2015 at the following timing. Gas to Diesel : From 1105Hrs - 1108Hrs. Diesel to Gas : From 1145Hrs - 1149Hrs.
22-Mar-15,24,22-Mar-15,24,Forced outage of generating unit SERCCP2 at 252MW on 22 Mar 2015 at 11:50Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
23-Mar-15,46,23-Mar-15,46,Forced outage of generating unit KMCBLK2 & KMCBLK1 - STGENR18 at 88MW on 23 Mar 2015 at 22:43Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
24-Mar-15,37,24-Mar-15,38,Fuel changeover test of Generating Unit PACLBLK 1 was carried out and completed on 24 Mar 2015 at the following timing. Gas to Diesel : From 1810Hrs - 1813Hrs. Diesel to Gas : From 1845Hrs - 1848Hrs.
24-Mar-15,37,24-Mar-15,38,Fuel changeover test of Generating Unit PACLBLK 1 is anticipated to carry out on 24 Mar 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
25-Mar-15,38,25-Mar-15,38,Forced outage of generating unit SKRA G1 - GASTUR11 at 145MW on 25 Mar 2015 at 18:38Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
25-Mar-15,38,25-Mar-15,39,Fuel changeover test of Generating Unit SKRA G1-GT11 is anticipated to carry out on 25 Mar 2015 at the following timing. Gas to Diesel : At about 1835Hrs. Diesel to Gas : At about 1910Hrs.
25-Mar-15,38,25-Mar-15,39,Generating Unit SKRA G1-GT11 did not complete the Fuel changeover test on 25 Mar 2015
25-Mar-15,43,25-Mar-15,44,Fuel changeover test of Generating Unit SNK CCP 7 is anticipated to carry out on 25 Mar 2015 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
25-Mar-15,43,25-Mar-15,44,Fuel changeover test of Generating Unit SNK CCP 7 was carried out and completed on 25 Mar 2015 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2140Hrs - 2143Hrs.
26-Mar-15,38,26-Mar-15,39,Fuel changeover test of Generating Unit SKRA G1-GT11 was carried out and completed on 26 Mar 2015 at the following timing. Gas to Diesel : From 1835Hrs - 1837Hrs. Diesel to Gas : From 1918Hrs - 1921Hrs.
26-Mar-15,38,26-Mar-15,39,Fuel changeover test of Generating Unit SKRA G1-GT11 is anticipated to carry out on 26 Mar 2015 at the following timing. Gas to Diesel : At about 1835Hrs. Diesel to Gas : At about 1910Hrs.
28-Mar-15,42,28-Mar-15,42,Forced outage of generating unit SHUL G1 at 7MW on 28 Mar 2015 at 20:57Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
29-Mar-15,21,31-Mar-15,44,Outage of Generating Unit SHUL G1 on 29 Mar 2015 at 1001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
29-Mar-15,39,29-Mar-15,40,Fuel changeover test of Generating Unit SER CCP3 was carried out and completed on 29 Mar 2015 at the following timing. 
Gas to Diesel : From 1901Hrs - 1904Hrs. Diesel to Gas : From 1945Hrs - 1947Hrs.
29-Mar-15,39,29-Mar-15,40,Fuel changeover test of Generating Unit SER CCP3 is anticipated to carry out on 29 Mar 2015 at the following timing. 
Gas to Diesel : At about 1901Hrs. Diesel to Gas : At about 1931Hrs.
02-Apr-15,14,02-Apr-15,14,Forced outage of Tuas Power Station 230/66kV transformer No. 3 (one end at 66kV side) on 02 Apr 2015 at 0650Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
02-Apr-15,16,02-Apr-15,39,SLNG will be carrying out electrical work on their terminal on 02 Apr 2015 from 0800Hrs to 1930Hrs. SLNG terminal will be in single point failure mode.
02-Apr-15,16,02-Apr-15,39,SLNG electrical work on their terminal has completed on 02 Apr 2015 at 1205Hrs. SLNG terminal is back to normal operating mode.
03-Apr-15,1,04-Apr-15,48,Outage of Generating Unit TUAS CCP 5 on 03 Apr 2015 at 0001Hrs was without Final Approval/Consent.
(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
04-Apr-15,28,04-Apr-15,28,Urgent Shutdown of remaining SPPG-TNB interconnection on 04 Apr 2015 at 1359Hrs. System will be operating in isolated mode
04-Apr-15,29,04-Apr-15,29,SPPG-TNB interconnection No.2 resynchronised on 04 Apr 2015 at 1423Hrs.
05-Apr-15,1,05-Apr-15,48,Outage of Generating Unit TUAS CCP5 on 05 Apr 2015 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
05-Apr-15,29,05-Apr-15,29,Forced outage of generating unit DG : SOXHYD : GENR 2 at 4MW on 05 Apr 2015 at 14:02Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
06-Apr-15,1,13-Apr-15,48,Outage of Generating Unit TUAS CCP5 on 06 Apr 2015 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
06-Apr-15,1,14-Apr-15,48,Outage of Generating Unit SER CCP4 on 06 Apr 2015 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
06-Apr-15,21,06-Apr-15,21,High-Risk Operating State commence at 10:01Hrs on 06 Apr 2015. There is a Contingency Reserve Shortfall.
06-Apr-15,22,06-Apr-15,22,Emergency Operating State commence at 10:31Hrs on 06 Apr 2015. There is a Contingency Reserve Shortfall.
06-Apr-15,25,06-Apr-15,25,Normal Operating State
06-Apr-15,28,06-Apr-15,28,Forced outage of generating unit BKOM G1 at 31MW on 06 Apr 2015 at 13:58Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
06-Apr-15,35,06-Apr-15,35,Forced outage of generating unit BKOM G1 at 33MW on 06 Apr 2015 at 17:00Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
07-Apr-15,31,07-Apr-15,32,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 07 Apr 2015 from 1501Hrs to 1600Hrs.
07-Apr-15,31,07-Apr-15,33,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 07 Apr 2015 from 1504Hrs to 1610Hrs.
07-Apr-15,41,07-Apr-15,43,Fuel changeover test of Generating Unit SNK CCP4 was carried out and completed on 07 Apr 2015 at the following timing. Gas to Gas : From 2001Hrs - 2005Hrs. Gas to Gas : From 2101Hrs - 2105Hrs.
07-Apr-15,41,07-Apr-15,43,Fuel changeover test of Generating Unit SNK CCP4 is anticipated to carry out on 07 Apr 2015 at the following timing. Gas to Gas : At about 2001Hrs. Gas to Gas : At about 2101Hrs.
08-Apr-15,29,08-Apr-15,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 08 Apr 2015 from 1407Hrs to 1523Hrs.
08-Apr-15,29,08-Apr-15,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 08 Apr 2015 from 1405Hrs to 1505Hrs.
08-Apr-15,40,08-Apr-15,40,High-Risk Operating State commence at 19:31Hrs on 08 Apr 2015. There is Contingency Reserve Shortfall.
08-Apr-15,41,08-Apr-15,41,Normal operating State
08-Apr-15,42,08-Apr-15,42,High-Risk Operating State commence at 20:31Hrs on 08 Apr 2015. There is a Contingency Reserve Shortfall.
08-Apr-15,43,08-Apr-15,43,Emergency Operating State commence at 21:01Hrs on 08 Apr 2015. There is a Contingency Reserve Shortfall.
08-Apr-15,44,08-Apr-15,44,Normal operating State

09-Apr-15,1,09-Apr-15,1,Outage of Paya Lebar I  230/66kV transformer No. 1 on 09 Apr 2015 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
09-Apr-15,34,09-Apr-15,34,Forced outage of generating unit BKOM G1 at 3MW on 09 Apr 2015 at 16:55Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
10-Apr-15,38,10-Apr-15,38,Forced outage of Jurong Pier/Jurong Power Station II 66kV Feeder No. 2 on 10 Apr 2015 at 1847Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
11-Apr-15,22,11-Apr-15,22,High-Risk Operating State commence at 10:31Hrs on 11 Apr 2015. There is a Contingency Reserve Shortfall.
11-Apr-15,23,11-Apr-15,23,Emergency Operating State commence at 11:01Hrs on 11 Apr 2015. There is a Contingency Reserve Shortfall.
11-Apr-15,24,11-Apr-15,24,Normal Operating State
12-Apr-15,33,12-Apr-15,34,Fuel changeover test of Generating Unit SER CCP4 is anticipated to carry out on 12 Apr 2015 at the following timing. 
Gas to Diesel : At about 1601Hrs. Diesel to Gas : At about 1631Hrs.
12-Apr-15,33,12-Apr-15,34,Fuel changeover test of Generating Unit SERCCP4 was carried out and completed on 12 Apr 2015 at the following timing. Gas to Diesel : From 1601Hrs - 1604Hrs. Diesel to Gas : From 1641Hrs - 1643Hrs.
13-Apr-15,24,13-Apr-15,24,Forced outage of Kallang Basin /Paya Lebar II 230kV Feeder No. 3 (tripped at Kallang Basin end) on 13 Apr 2015 at 1148Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
14-Apr-15,41,14-Apr-15,43,Fuel changeover test of Generating Unit SNK CCP7 is anticipated to carry out on 14 Apr 2015 at the following timing. Gas to Gas : At about 2001Hrs. Gas to Gas : At about 2101Hrs.

14-Apr-15,41,14-Apr-15,43,Fuel changeover test of Generating Unit SNK CCP7 was carried out and completed on 14 Apr 2015 at the following timing. Gas to Gas : From 2001Hrs - 2010Hrs. Gas to Gas : From 2101Hrs - 2109Hrs.

15-Apr-15,41,15-Apr-15,43,Fuel changeover test of Generating Unit SNK CCP3 is anticipated to carry out on 15 Apr 2015 at the following timing. Gas to Gas : At about 2001Hrs. Gas to Gas : At about 2101Hrs.
15-Apr-15,41,15-Apr-15,43,Fuel changeover test of Generating Unit SNK CCP3 was carried out and completed on 15 Apr 2015 at the following timing. Gas to Gas : From 2001Hrs - 2005Hrs. Gas to Gas : From 2101Hrs - 2106Hrs.
16-Apr-15,33,16-Apr-15,33,Forced outage of generating unit ENV : TUAS : GENR1 at 6MW on 16 Apr 2015 at 16:11Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
17-Apr-15,43,17-Apr-15,45,Fuel changeover test of Generating Unit SNK CCP5 was carried out and completed on 17 Apr 2015 at the following timing. Gas to Diesel : From 2102Hrs - 2108Hrs. Diesel to Gas : From 2202Hrs - 2206Hrs.
17-Apr-15,43,17-Apr-15,45,Fuel changeover test of Generating Unit SNK CCP5 is anticipated to carry out on 17 Apr 2015 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2201Hrs.
18-Apr-15,34,18-Apr-15,35,Fuel changeover test of Generating Unit TUAS CCP4 is anticipated to carry out on 18 Apr 2015 at the following timing. Gas to Diesel : At about 1631Hrs. Diesel to Gas : At about 1701Hrs.
18-Apr-15,34,18-Apr-15,35,Fuel changeover test of Generating Unit TUAS CCP 4 was carried out and completed on 18 Apr 2015 at the following timing. 
Gas to Diesel : From 1631Hrs - 1634Hrs. Diesel to Gas : From 1708Hrs - 1712Hrs.
19-Apr-15,19,19-Apr-15,19,Forced outage of  Upper Jurong/NISM 66kV Feeder No. 1 on 19 Apr 2015 at 0904Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
19-Apr-15,27,19-Apr-15,27,Forced outage of generating unit SERCCP2 at 170MW on 19 Apr 2015 at 13:18Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
20-Apr-15,11,20-Apr-15,11,Forced outage of generating unit SEMBCCP3 at 6MW on 20 Apr 2015 at 05:06Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
23-Apr-15,16,23-Apr-15,16,Forced outage of generating unit TMUC G1 at 90MW on 23 Apr 2015 at 07:42Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
23-Apr-15,37,23-Apr-15,38,Fuel changeover test of Generating Unit SER CCP2 is anticipated to carry out on 23 Apr 2015 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
23-Apr-15,37,23-Apr-15,38,Fuel changeover test of Generating Unit SER CCP2 was carried out and completed on 23 Apr 2015 at the following timing. Gas to Diesel : From 1801Hrs - 1804Hrs. Diesel to Gas : From 1845Hrs - 1849Hrs.
